interaction,mean,upper,lower
1,17.09817332852392,41.74561072833164,-7.549264071283801
101,14.450154043367329,26.585547373668984,2.3147607130656738
201,12.190582681953256,29.687369546283417,-5.306204182376906
301,9.98081219891694,29.32877124791727,-9.36714685008339
401,9.730035347208835,29.42097553052094,-9.960904836103273
501,10.087018775722248,27.26238460872959,-7.088347057285096
601,10.567753633579903,25.046168431951763,-3.9106611647919554
701,11.265901973243258,26.300439941542535,-3.7686359950560195
801,11.924975654852297,28.342753721768077,-4.492802412063483
901,12.63368754798623,30.802115281839527,-5.534740185867065
1001,13.256266187164039,33.16918087507514,-6.656648500747062
1101,13.883570660189857,35.47950249264869,-7.712361172268981
1201,14.795600015188963,38.20386171233447,-8.612661681956546
1301,15.800784688110458,41.09341576698732,-9.491846390766408
1401,16.975208726795437,44.24853220612232,-10.298114752531447
1501,18.262219914989075,47.43757289508996,-10.913133065111808
1601,19.50669061248895,50.531156421359384,-11.517775196381486
1701,20.622686388748374,53.20940542202432,-11.964032644527567
1801,21.66216441264294,55.40450203146587,-12.080173206179989
1901,22.80281944089482,57.48141638519422,-11.875777503404581
2001,24.260578997434248,59.74403899794588,-11.22288100307738
2101,25.640347905592666,61.863909893565605,-10.58321408238027
2201,27.05496249205867,64.03735259884742,-9.927427614730078
2301,28.55263672527878,66.01389990114546,-8.908626450587903
2401,30.00885740192109,67.99875915420338,-7.981044350361195
2501,31.392851748549383,70.10432698713271,-7.31862349003395
2601,32.75659910473829,72.15714648676348,-6.643948277286903
2701,34.13211127925832,74.15937502852573,-5.895152470009094
2801,35.57502504664254,76.08833875571727,-4.9382886624322
2901,36.92615675239493,77.62376295754544,-3.7714494527555686
3001,38.27125647921288,79.00771448471652,-2.4652015262907554
3101,39.692605474092076,80.7858081615948,-1.4005972134106486
3201,41.11501050135732,82.64126098983832,-0.41123998712368603
3301,42.50446905561289,84.44257063844321,0.5663674727825523
3401,43.88963490587795,86.24290669953584,1.5363631122200658
3501,45.264335383123324,88.02621447269954,2.5024562935471053
3601,46.61526930873899,89.77060293786491,3.459935679613075
3701,47.96703862584387,91.5208333137619,4.4132439379258415
3801,49.29815054762025,93.21314471988833,5.383156375352172
3901,50.65100732120224,94.97766374138715,6.324350901017347
4001,51.93519073538299,96.5892201836917,7.2811612870742835
4101,53.28800589582197,98.45243039195665,8.123581399687275
4201,54.41557642139382,100.46921376262111,8.361939080166536
4301,55.67054709735727,102.45744111391477,8.883653080799768
4401,56.9370462920651,104.4836076252755,9.3904849588547
4501,58.194891315796724,106.5286679203149,9.861114711278546
4601,59.44062401250559,108.5862152294221,10.29503279558908
4701,60.69100767076726,110.66488848035397,10.71712686118056
4801,61.956573809572376,112.79323510743427,11.119912511710474
4901,63.285092795591666,115.1388699823901,11.431315608793227
5001,64.60559132333529,117.47407736318539,11.737105283485192
5101,65.92158732358028,119.81564688013219,12.027527767028381
5201,67.21765240318116,122.1419857649005,12.293319041461828
5301,68.48194658660654,124.4185922695838,12.545300903629283
5401,69.70650938583672,126.66828699544232,12.744731776231141
5501,71.01382742495807,129.21300556056295,12.814649289353184
5601,72.29619209804596,131.72564189611535,12.866742299976586
5701,73.57567441864884,134.244656441111,12.906692396186678
5801,74.76171480264891,136.66822301316958,12.855206592128248
5901,75.96598209983182,139.15955496435816,12.772409235305481
6001,77.21594511589215,141.70416083197574,12.727729399808553
6101,78.4813113763735,144.2886811397007,12.673941613046296
6201,79.73178795125366,146.84283427410065,12.620741628406677
6301,80.98950362041208,149.41662294941614,12.562384291408023
6401,82.26883042091097,152.05389883995642,12.483762001865529
6501,83.5367949233341,154.66934564685369,12.404244199814528
6601,84.78068577605708,157.18864773811595,12.372723813998206
6701,86.02163313409513,159.70692971737103,12.336336550819226
6801,86.73357450017184,161.7208063627138,11.74634263762988
6901,87.32313883522303,163.85698782894366,10.789289841502395
7001,88.38670270569247,166.34786759337433,10.42553781801061
7101,89.46995365227907,168.8652268929489,10.074680411609265
7201,90.53309865114872,171.2920759016149,9.774121400682517
7301,91.61099985169525,173.72905510427637,9.49294459911414
7401,92.64725317506425,176.10639979934354,9.188106550784951
7501,93.55531394755556,178.36034054966393,8.750287345447191
7601,94.47825512493615,180.6391897401109,8.317320509761387
7701,95.36649774446627,182.84766105481205,7.8853344341204945
7801,96.29432372317062,185.08608675778208,7.502560688559157
7901,97.34401738506983,187.42094546681915,7.2670893033205175
8001,98.40463070117768,189.76220452471966,7.047056877635683
8101,99.47664496566797,192.09230306469777,6.860986866638186
8201,100.5440012834719,194.44354489114264,6.6444576758011635
8301,101.5800679785161,196.71289285737367,6.4472430996585075
8401,102.64606439213317,199.07052149157644,6.221607292689896
8501,103.73767603963172,201.4639743246728,6.01137775459064
8601,104.84013524478273,203.86046319875098,5.819807290814481
8701,105.95758902393557,206.30343566776105,5.611742380110073
8801,107.08122208252533,208.77651946770388,5.3859246973467805
8901,108.19123190443429,211.18731114579117,5.1951526630774225
9001,109.29384445033631,213.55670848221,5.030980418462605
9101,110.39884436340112,215.97551654864856,4.822172178153707
9201,111.49704456793305,218.36014859954497,4.633940536321134
9301,112.52149113960438,220.58030792804863,4.462674351160132
9401,113.53561569652308,222.79475897850602,4.276472414540123
9501,114.5392523312199,224.98652627787988,4.091978384559923
9601,115.4568875334545,226.94660533438682,3.967169732522194
9701,116.1383292932738,228.2517658942025,4.024892692345119
9801,116.75722844548295,229.40940603830524,4.105050852660682
9901,117.37814515880298,230.58336894420043,4.172921373405529
10001,165.87855595539244,193.19751530207517,138.5595966087097
10101,161.17500267469367,185.9529060204541,136.39709932893325
10201,156.5136907014218,179.93809615304338,133.08928524980024
10301,152.50340566371545,175.78509920228987,129.22171212514104
10401,149.36672134828598,174.07917048351698,124.65427221305498
10501,146.98159749109013,173.68230607067775,120.2808889115025
10601,145.39060637977497,174.5216632672186,116.25954949233133
10701,144.2127294032338,176.07645721189053,112.34900159457706
10801,143.2659165598509,177.08989680403556,109.44193631566623
10901,142.12677036863255,178.00676022549234,106.24678051177276
11001,140.90860388229615,178.2742096679537,103.5429980966386
11101,139.8855066834019,178.275086078112,101.4959272886918
11201,138.8480794901723,178.30600456043703,99.39015441990757
11301,138.05702066747367,178.94448376039412,97.16955757455321
11401,137.54677411984432,180.07324629759563,95.020301942093
11501,137.20324312251276,181.47633544066088,92.93015080436463
11601,136.88357850364588,183.0080004877522,90.75915651953953
11701,136.57492065141932,184.57959565283176,88.5702456500069
11801,136.42554607345272,186.28866838351473,86.56242376339073
11901,136.29259004663075,187.99730295780265,84.58787713545885
12001,136.24737846175282,189.6856554814456,82.80910144206004
12101,136.1623218803897,191.36976108200534,80.95488267877406
12201,136.06423808001853,193.10934490579112,79.01913125424593
12301,135.95469879985427,194.89842696608002,77.01097063362852
12401,135.76050238518783,196.62131283112313,74.89969193925253
12501,135.27240529586317,197.98169486599065,72.56311572573568
12601,134.66010797618586,199.25377134182884,70.06644461054289
12701,133.60278165189115,199.53529950137477,67.67026380240755
12801,132.28650181765593,199.4915496552723,65.08145398003954
12901,130.76389928429538,199.17463615664718,62.35316241194356
13001,129.3421847821065,199.25297822473013,59.43139133948287
13101,127.78986828796674,199.26838319097493,56.311353384958565
13201,126.11485902156429,199.17555100989375,53.05416703323483
13301,124.4516648252913,199.29014122713897,49.613188423443646
13401,122.93730032419289,199.7565650039695,46.11803564441625
13501,121.8236205898281,200.70223046741523,42.94501071224096
13601,121.10118269236958,201.77804133525015,40.424324049489
13701,120.63936387945016,202.96709825721015,38.31162950169016
13801,120.14790424642543,204.22577077452002,36.07003771833085
13901,119.52760909566771,205.54839020372316,33.50682798761227
14001,118.78325004562673,206.71982413804176,30.846675953211715
14101,117.62953678794845,207.26100767943086,27.99806589646606
14201,116.53852060931168,207.91809463263604,25.158946585987323
14301,115.18648397090071,208.1810246488244,22.191943292977
14401,114.0329114876902,208.57339687040974,19.492426104970676
14501,112.93136968002554,208.95082527115352,16.911914088897575
14601,111.86484342014901,209.51851659581666,14.211170244481352
14701,110.83147078643397,210.2196875193174,11.443254053550547
14801,109.92933913640199,211.03503733410608,8.823640938697906
14901,109.1470838105411,211.96980434571992,6.324363275362273
15001,108.55629113497648,213.20389177589422,3.9086904940587317
15101,107.90039916230342,214.45010647280472,1.350691851802111
15201,107.16898343745848,215.47664578416845,-1.138678909251496
15301,106.63867089650721,216.09756010701722,-2.820218314002801
15401,106.20401821962245,216.67445751880453,-4.2664210795596205
15501,106.11971551731726,217.5015811796866,-5.26215014505209
15601,106.21070093497246,218.64823744464854,-6.2268355747036
15701,106.38318143931585,219.91091898924,-7.144556110608306
15801,106.44986796661883,220.9888615856733,-8.08912565243564
15901,106.04066530898987,221.65515701617545,-9.573826398195706
16001,105.73223244669721,222.54243488752846,-11.077969994134037
16101,105.48709703942029,223.69367204752717,-12.719477968686576
16201,105.33648434764973,224.9870944422742,-14.314125746974753
16301,105.30729043434299,226.51691745773977,-15.902336589053789
16401,105.24645971913647,228.13015788039925,-17.637238442126318
16501,105.10586164862914,229.71539040370283,-19.50366710644454
16601,105.09395175975287,231.47963476433944,-21.291731244833684
16701,105.09123375534497,233.2222729686676,-23.03980545797765
16801,103.61236764244924,230.7020044847409,-23.477269199842425
16901,101.76804908196895,228.13557586691053,-24.599477702972635
17001,100.0268667852769,226.69043856718784,-26.63670499663405
17101,99.03944292198318,226.8794211456564,-28.800535301690033
17201,97.47048635696554,227.04620859640858,-32.105235882477515
17301,96.02799409700506,228.448030623412,-36.39204242940187
17401,95.95109673837491,230.7745679050219,-38.872374428272096
17501,96.42552635567328,233.1657960768677,-40.314743365521124
17601,96.51422881195296,235.5835112991116,-42.55505367520567
17701,96.50694921788924,237.99984064098413,-44.98594220520563
17801,94.70911978083367,241.53006663575758,-52.11182707409023
17901,93.11340980778263,245.66895307052647,-59.44213345496121
18001,92.6414684250941,247.6302540406553,-62.347317190467095
18101,92.34990328399371,247.75296949061755,-63.05316292263012
18201,91.2125751979154,246.74144985483264,-64.31629945900185
18301,90.97861658826686,247.70772760761173,-65.75049443107802
18401,91.50430442198645,250.0249992239045,-67.01639037993162
18501,91.92878643361334,252.09646006063053,-68.23888719340385
18601,92.39891647033262,254.28389866002226,-69.486065719357
18701,92.92121436221089,256.59953086691473,-70.75710214249295
18801,93.5874448671381,259.20561084489924,-72.03072111062302
18901,94.30325809664643,261.9597049665445,-73.35318877325165
19001,95.03311914391539,264.7527644418756,-74.68652615404487
19101,95.68467829044648,267.40451419347346,-76.03515761258048
19201,96.0458120704963,269.38008808064893,-77.28846393965635
19301,95.77074247490395,269.93814108112986,-78.39665613132198
19401,95.51115607084094,270.648104806358,-79.62579266467608
19501,95.19797638334565,271.26424286970666,-80.86829010301535
19601,95.17225288294462,272.5114265376475,-82.16692077175823
19701,95.5043562442028,274.6072061375277,-83.59849364912213
19801,96.04350553576282,277.23026466843555,-85.14325359690991
19901,96.58081732995848,279.87345556493386,-86.7118209050169
20001,207.06356899471012,328.65604925712864,85.47108873229163
20101,205.23947062188046,317.71018057142527,92.76876067233563
20201,203.4153722490507,306.7801519408155,100.05059255728592
20301,201.591273876221,295.8705531950825,107.31199455735954
20401,199.76717550339126,284.9879187589223,114.54643224786021
20501,197.9430771305616,274.1418658161489,121.74428844497427
20601,196.11897875773187,263.3471235875637,128.89083392790002
20701,194.29488038490217,252.6273692856452,135.96239148415916
20801,192.47078201207245,242.02300506446613,142.91855895967876
20901,190.64668363924275,231.60830105722874,149.68506622125676
21001,188.82258526641303,221.53302912682454,156.1121414060015
21101,186.99848689358333,212.13371948803578,161.8632542991309
21201,185.1743885207536,204.23414826723842,166.1146287742688
21301,183.3502901479239,199.61241515035292,167.08816514549486
21401,181.8255171029245,199.04309625688086,164.60793794896813
21501,181.1834938496254,200.44969975769163,161.91728794155915
21601,181.01369209041795,202.34234332805545,159.68504085278045
21701,180.85506985309178,204.52096343796654,157.189176268217
21801,180.88051181988038,207.05588047814197,154.7051431616188
21901,181.0979971064116,209.68523272786354,152.5107614849597
22001,181.86789140859796,210.34988963575535,153.38589318144057
22101,182.6680422732955,211.07163402496928,154.2644505216217
22201,183.11792855294289,211.70590311353848,154.5299539923473
22301,183.32997804104224,212.64981909534933,154.01013698673515
22401,183.5389741773949,214.00572736652012,153.07222098826966
22501,183.74609460092626,215.72762731305977,151.76456188879274
22601,183.6847914845191,216.76109432452552,150.6084886445127
22701,183.93941794566382,217.05378510002515,150.8250507913025
22801,183.15173082400133,215.77789593063054,150.52556571737213
22901,181.24812865610917,213.3319443119294,149.16431300028896
23001,178.83594793638514,210.21162132207382,147.46027455069645
23101,176.28096061794594,206.0641795948904,146.49774164100148
23201,173.91254777559004,202.61965475829453,145.20544079288555
23301,172.66673223723888,200.28668777647505,145.0467766980027
23401,172.19982867797964,198.9362536536227,145.46340370233656
23501,172.2305535152286,198.65083440044674,145.81027263001045
23601,172.67588168520206,198.98858053770425,146.36318283269986
23701,173.10398842079496,199.31920166971867,146.88877517187126
23801,173.56765910950656,199.67550103138655,147.45981718762658
23901,174.02181091085254,200.028579510066,148.01504231163906
24001,174.41818503248356,200.3275968287594,148.50877323620773
24101,174.80637372718803,200.63554506440406,148.977202389972
24201,174.91244394684162,200.69634617862638,149.12854171505685
24301,174.87045900336975,200.66127080252784,149.07964720421165
24401,174.65602573582896,200.42441137322777,148.88764009843015
24501,174.37387251575754,200.1730288932734,148.57471613824168
24601,174.13199105596073,200.03374463573786,148.2302374761836
24701,173.89833126212582,200.00994416266778,147.78671836158387
24801,173.6738328656194,200.10688412191263,147.24078160932618
24901,173.35655060802202,200.3297866032894,146.38331461275465
25001,173.12468336420346,200.65186092440993,145.597505803997
25101,173.08096860812424,201.0371776693791,145.12475954686937
25201,172.98255421567745,201.5272065449804,144.4379018863745
25301,172.9094623253223,202.0103749999482,143.8085496506964
25401,172.70143961458223,202.47107437132917,142.9318048578353
25501,172.4754460306119,202.94837950893051,142.00251255229327
25601,172.11484006910854,203.37298913484247,140.8566910033746
25701,171.41636530086205,203.97783926529556,138.85489133642855
25801,170.23095804933675,205.63876982960892,134.82314626906458
25901,169.87971454543919,206.48803064188695,133.27139844899142
26001,169.85523743979937,206.80747041468982,132.90300446490892
26101,169.98490789935778,206.82232219304979,133.14749360566577
26201,169.91267783664762,206.76950538273468,133.05585029056056
26301,169.90305842009812,206.68716930364954,133.1189475365467
26401,169.84538222367922,206.56268626284674,133.1280781845117
26501,169.8036037596384,206.32419389522437,133.28301362405244
26601,169.69998969565825,205.95008928196705,133.44989010934944
26701,169.63516668657442,205.639042238831,133.63129113431785
26801,169.68158126036263,205.49138977486967,133.8717727458556
26901,169.81256585797152,205.41693168540283,134.2082000305402
27001,170.11206157710734,205.56061519942187,134.6635079547928
27101,170.42100136283793,205.8312264053742,135.01077632030166
27201,170.72476822177524,206.1669571639451,135.28257927960536
27301,171.19507094239447,206.12666071302107,136.26348117176786
27401,171.6798143518984,205.90887095225173,137.45075775154504
27501,172.26045617440252,206.0640016721714,138.45691067663364
27601,172.83360250420168,206.4114433566644,139.25576165173896
27701,173.38959429038098,207.14772610655842,139.63146247420354
27801,173.8718793074343,207.94442073299933,139.7993378818693
27901,174.24938465931797,208.776930470564,139.72183884807194
28001,174.32262997105494,209.92159635617082,138.72366358593905
28101,174.20708746573666,211.43423318073502,136.9799417507383
28201,173.68643435238624,213.11950500817022,134.25336369660226
28301,172.73960448445357,214.78502016508082,130.6941888038263
28401,171.32444896294507,216.54796984112556,126.10092808476458
28501,170.09179306369367,219.6087097484136,120.57487637897376
28601,169.20634361698689,222.59489851378532,115.81778872018845
28701,169.53032400038308,222.93195741167568,116.12869058909048
28801,169.91849546990628,223.39024510468914,116.44674583512342
28901,170.1927364098704,224.21742580503096,116.16804701470986
29001,170.40978717587615,225.07564507473052,115.74392927702178
29101,170.4947776536911,226.10355614779087,114.88599915959134
29201,170.34182170713106,227.21673185580357,113.46691155845855
29301,170.1199037300778,228.1334448187568,112.10636264139879
29401,169.85075662965886,228.91320393826808,110.78830932104964
29501,169.4977823640944,228.71554649259838,110.28001823559045
29601,169.13132616941186,228.6176296995572,109.64502263926654
29701,168.4612443419523,227.5952096721131,109.32727901179149
29801,167.76375482990423,226.8685926792775,108.65891698053096
29901,167.25238316406478,226.3210108032276,108.18375552490195
30001,209.6224654110008,231.9802078458013,187.26472297620032
30101,206.234782055188,222.53874477036942,189.93081934000656
30201,202.84709869937518,213.39451653605258,192.29968086269778
30301,199.4594153435624,205.47232771538208,193.44650297174272
30401,196.17327357206028,202.21000524183333,190.13654190228723
30501,193.83792459062028,202.61107800135196,185.0647711798886
30601,190.82332054213754,205.9866301145336,175.66001096974148
30701,187.72142461694835,210.21077373905786,165.23207549483885
30801,184.50610742389648,212.28331851190123,156.72889633589173
30901,181.55243610083605,212.85504516961504,150.24982703205706
31001,179.67797573004572,214.271199527399,145.08475193269243
31101,178.7731848577634,215.23852485881892,142.30784485670787
31201,177.3932424693014,213.87014276261786,140.91634217598497
31301,176.15861498077456,212.50786838010328,139.80936158144584
31401,175.27956364410588,211.7525821417554,138.80654514645636
31501,174.735041619852,212.21806678479345,137.25201645491057
31601,174.27570922729757,212.90728016674896,135.64413828784618
31701,173.83938999188916,213.84983782650417,133.82894215727416
31801,173.3154985916373,215.41909617677896,131.21190100649562
31901,172.8127296883461,217.06459022168588,128.56086915500634
32001,172.31928545935347,218.8001720169086,125.83839890179834
32101,171.80132401911388,220.76510099858402,122.83754703964374
32201,171.65419233599457,221.24432077933503,122.0640638926541
32301,171.52285770310527,221.75334160115102,121.29237380505953
32401,171.39005606661664,222.5111891707347,120.26892296249858
32501,171.17553583928773,223.5425737665281,118.80849791204736
32601,171.01113559647874,224.4660606917671,117.55621050119038
32701,170.96560042940297,224.89984468623,117.03135617257593
32801,170.89456306987307,225.34128198297034,116.4478441567758
32901,170.68730239162534,225.8466145856741,115.52799019757657
33001,170.00899742275206,228.23730934788875,111.78068549761535
33101,169.3114228844108,230.35482288066856,108.26802288815304
33201,168.69224814886758,232.5215412933287,104.86295500440644
33301,168.1291433238242,234.84883216088335,101.40945448676504
33401,167.73310804180193,237.08714747621644,98.37906860738742
33501,167.57280003599897,238.87233851257497,96.27326155942296
33601,167.19173674538882,241.6044919004039,92.77898159037376
33701,167.04559965152217,242.52505340356686,91.56614589947748
33801,166.81583464542263,243.02957733985318,90.60209195099209
33901,166.6974530449592,243.27414615505532,90.12075993486306
34001,166.87274005407403,242.9722523506325,90.77322775751557
34101,167.1695487577683,242.7572550391149,91.58184247642167
34201,167.42771618614418,242.46330570175456,92.3921266705338
34301,167.6856171463537,241.85101383707615,93.52022045563125
34401,167.8650194012268,241.03246698132028,94.6975718211333
34501,168.09374867680168,240.3628310270458,95.82466632655759
34601,168.19496329531916,239.5137709702323,96.87615562040602
34701,168.27181045748486,238.8050975693497,97.73852334562002
34801,168.40760128477388,238.11066474058356,98.70453782896419
34901,168.62724383047674,237.48234491804476,99.77214274290871
35001,168.82366421591007,236.7945700098108,100.85275842200936
35101,168.72437864162077,235.14817455920775,102.3005827240338
35201,168.64505502626974,233.54206169362016,103.74804835891933
