Wall time,Step,Value
1652963155.218272,75,-1.9682364463806152
1652963155.3273861,122,-2.5589425563812256
1652963155.558388,172,-0.8230454325675964
1652963156.0396388,270,2.9099249839782715
1652963157.3831677,527,0.2883393466472626
1652963160.446106,1180,19.438833236694336
1652963164.5396478,2002,40.01906204223633
1652963168.4960728,2722,43.465576171875
1652963172.7234743,3378,45.28462219238281
1652963175.4684124,3969,62.17332458496094
1652963179.09022,5416,99.53009796142578
1652963187.033289,6127,120.87039947509766
1652963190.7587802,6837,137.98135375976562
1652963194.9291313,7616,154.61277770996094
1652963197.7971225,7992,150.50157165527344
1652963200.3439503,8569,148.0811309814453
1652963204.4734826,9325,153.95045471191406
1652963208.283825,10036,158.01412963867188
1652963211.867483,10726,164.5035858154297
1652963215.2245712,11278,168.66000366210938
1652963218.9361,11995,174.1014404296875
1652963222.365097,12626,179.057373046875
1652963225.8280313,13310,183.49269104003906
1652963229.6116755,14009,188.01036071777344
1652963233.1307702,14569,189.66799926757812
1652963236.0832477,15093,198.72610473632812
1652963239.315028,15694,209.1832733154297
1652963242.3478854,16307,219.7556915283203
1652963245.5730863,16849,228.75418090820312
1652963248.8055804,17541,240.7989044189453
1652963252.1768978,18086,245.4981689453125
1652963255.3387494,18742,249.3843536376953
1652963259.0439167,19344,257.8557434082031
1652963261.9994583,19852,265.02545166015625
1652963264.6711342,20350,266.2898254394531
1652963267.5178266,20895,258.4181823730469
1652963270.815062,21491,256.29083251953125
1652963273.9725776,22080,254.86074829101562
1652963278.4516625,22913,256.0079650878906
1652963281.865555,23528,265.6791076660156
1652963285.300385,24150,274.1841125488281
1652963288.9042761,24812,277.89813232421875
1652963291.9997072,25370,280.23748779296875
1652963294.9842427,25931,280.4698486328125
1652963298.208862,26493,282.21734619140625
1652963301.3896177,27106,283.5274963378906
1652963304.4902506,27660,283.9122619628906
1652963307.7138538,28303,285.6361389160156
1652963311.5619938,28956,287.11492919921875
1652963314.7611227,29548,290.2867736816406
1652963317.9467862,30125,293.18603515625
1652963321.2970412,30760,296.26983642578125
1652963324.6673572,31376,298.5544128417969
1652963327.9944153,31982,301.96063232421875
1652963331.5151534,32627,304.1300048828125
1652963334.8150299,33260,308.32696533203125
1652963338.283256,33877,310.6215515136719
1652963341.734491,34496,312.59283447265625
1652963345.1000934,35113,315.8904113769531
1652963348.4309387,35734,318.9080505371094
1652963351.7998192,36334,320.9281311035156
1652963355.040901,36936,321.4891052246094
1652963358.1634436,37485,320.8738098144531
1652963361.3167493,38079,317.6124267578125
1652963364.726178,38701,317.47540283203125
1652963367.8688211,39278,316.3853454589844
1652963371.2093518,39855,314.8755187988281
1652963374.298274,40425,315.4538879394531
1652963377.3619518,40996,315.89312744140625
1652963380.5569303,41576,316.2198486328125
1652963383.8639245,42171,316.09820556640625
1652963387.0613198,42727,316.1945495605469
1652963390.2110715,43380,315.8803405761719
1652963393.9666255,43997,315.64208984375
1652963397.380546,44634,315.9399108886719
1652963400.6117477,45208,316.5880126953125
1652963404.3266137,45886,317.1542053222656
1652963407.6533458,46456,316.4267272949219
1652963411.1932762,47109,317.6628723144531
1652963415.0743508,47776,317.981201171875
1652963418.884768,48439,318.6767578125
1652963422.3893504,49068,319.0726013183594
1652963426.0548773,49665,319.1045837402344
1652963429.3266022,50298,319.38885498046875
1652963433.247923,50963,320.530029296875
1652963437.355289,51677,322.0438537597656
1652963440.9947011,52302,323.1044616699219
1652963444.7530813,52989,325.1816711425781
1652963449.0738046,53700,327.7215270996094
1652963452.6338596,54291,326.8148498535156
1652963456.744019,54969,328.71636962890625
1652963460.342481,55592,330.1014709472656
1652963464.387472,56251,331.5794372558594
1652963468.5017967,56932,333.5516357421875
1652963473.0379312,57634,335.84747314453125
1652963476.7393043,58254,336.36822509765625
1652963480.530848,58834,337.0480651855469
1652963484.1836727,59447,337.4077453613281
1652963488.5702908,60149,339.5204772949219
1652963492.681859,60783,340.9136962890625
1652963496.854165,61436,342.63812255859375
1652963501.0859306,62100,343.1755676269531
1652963505.2450752,62765,345.8007507324219
1652963509.8538675,63540,348.35516357421875
1652963515.264653,64362,352.43414306640625
1652963520.4123986,65141,354.935302734375
1652963525.3954923,65929,359.51788330078125
1652963530.679764,66670,363.4700927734375
1652963535.8675663,67516,369.0936584472656
1652963541.3421867,68342,374.1852722167969
1652963548.1019309,69303,382.3482360839844
1652963554.3486521,70216,389.89447021484375
1652963560.2155485,71037,395.393310546875
1652963565.9400563,71808,398.1612548828125
1652963572.3795397,72692,406.77069091796875
1652963579.6779807,73590,414.1719970703125
1652963585.9827068,74409,419.5599670410156
1652963593.062322,75249,425.2235412597656
1652963599.780965,76057,430.1543884277344
1652963607.2745936,76973,437.23785400390625
1652963615.573258,77964,447.3396301269531
1652963625.1247663,79091,460.9833068847656
1652963636.9114985,80394,477.7381591796875
1652963646.0783424,81432,486.44537353515625
1652963655.9635458,82414,494.2662048339844
1652963665.0033703,83385,501.7951965332031
1652963677.839112,84887,520.7095336914062
1652963687.1401649,85898,530.3722534179688
1652963696.9720008,86957,539.442138671875
1652963705.1768715,87869,542.5965576171875
1652963717.4531655,89257,556.6966552734375
1652963726.7019901,90187,560.8467407226562
1652963736.700033,91780,576.5679321289062
1652963750.6379461,92996,585.87060546875
1652963764.0367944,94386,595.4925537109375
1652963775.5405555,95551,599.8771362304688
1652963785.4464347,97059,607.7098999023438
1652963808.075994,99076,618.698486328125
