Wall time,Step,Value
1652959148.0646298,97,7.408060550689697
1652959149.096766,305,1.056990385055542
1652959150.8409612,575,-1.8068920373916626
1652959152.4139059,843,-3.2588603496551514
1652959153.9642546,1109,-4.286714553833008
1652959155.5326464,1377,-4.981649875640869
1652959158.9539492,2118,7.366702556610107
1652959164.351663,2893,16.448768615722656
1652959167.7624028,3347,5.201686859130859
1652959170.2447765,3761,-2.3818373680114746
1652959171.8263521,3928,-5.169183731079102
1652959174.6172843,4431,2.7938802242279053
1652959178.2471304,5100,5.594944477081299
1652959183.0557487,5902,10.49573802947998
1652959187.738985,6654,14.73740291595459
1652959191.541978,7300,20.870452880859375
1652959195.678223,8040,31.062162399291992
1652959198.1772897,8399,37.54928207397461
1652959200.4593346,8780,45.564453125
1652959204.4102318,9506,55.717464447021484
1652959208.8138547,10181,66.76731872558594
1652959213.503492,10917,77.59165954589844
1652959216.793197,11436,84.66666412353516
1652959222.044239,12245,94.46768188476562
1652959226.7896147,12942,100.37466430664062
1652959230.311442,13513,110.49441528320312
1652959233.5938342,14082,121.06660461425781
1652959237.5938344,14669,131.84938049316406
1652959241.0336359,15181,141.31849670410156
1652959245.117542,15927,154.31565856933594
1652959249.270851,16593,164.37875366210938
1652959253.2330315,17286,169.0595703125
1652959258.79136,18080,178.7670440673828
1652959263.1498332,18798,191.955810546875
1652959266.579492,19446,204.34609985351562
1652959270.6170363,20203,218.72589111328125
1652959273.8698564,20776,225.79537963867188
1652959277.5414321,21464,237.1149444580078
1652959281.3827531,22178,248.8249053955078
1652959287.274458,23191,255.59359741210938
1652959290.5493217,23850,262.40869140625
1652959294.0951574,24482,266.14483642578125
1652959298.5998695,25353,275.8330078125
1652959303.7334278,26312,285.1676940917969
1652959309.0443325,27244,290.8892822265625
1652959313.2143002,28052,289.16131591796875
1652959317.2138658,28769,291.8686828613281
1652959321.1846597,29576,297.4857482910156
1652959325.3383322,30123,295.661865234375
1652959328.468781,30767,298.4994201660156
1652959332.7153003,31622,303.6263732910156
1652959337.9538774,32584,302.29638671875
1652959341.7991333,33295,298.17510986328125
1652959346.288474,34088,300.8524169921875
1652959350.3527665,34903,295.7302551269531
1652959355.3640363,35686,297.2579345703125
1652959364.443212,37482,312.81640625
1652959369.46369,38332,314.03131103515625
1652959374.6274354,39278,323.0537414550781
1652959380.1937563,40234,330.6148986816406
1652959383.9174361,40930,329.5992736816406
1652959388.4061549,41780,332.7637634277344
1652959392.5375302,42452,333.93450927734375
1652959396.414355,43203,333.8204040527344
1652959400.3624682,43926,335.8633728027344
1652959404.249148,44630,338.60888671875
1652959408.2803662,45319,336.2864074707031
1652959412.665866,46117,338.67596435546875
1652959416.7310123,46867,337.6147766113281
1652959421.0864024,47699,339.5860595703125
1652959426.7082465,48707,348.29351806640625
1652959432.0022576,49648,352.2517395019531
1652959436.8586318,50440,351.21795654296875
1652959441.2193973,51213,355.1531066894531
1652959445.4076116,51882,356.59088134765625
1652959448.9853249,52553,354.8005676269531
1652959452.9752629,53204,359.42425537109375
1652959457.511264,54028,368.5518798828125
1652959462.3691306,54786,372.1539611816406
1652959466.2263975,55404,377.8727722167969
1652959470.4344537,56135,382.58294677734375
1652959474.5940895,56904,378.3004455566406
1652959479.6084893,57635,381.1514587402344
1652959484.7233136,58419,380.6116943359375
1652959489.4769702,59262,385.651611328125
1652959494.0413587,59915,388.05157470703125
1652959498.984633,60708,392.74200439453125
1652959503.466128,61425,395.6871643066406
1652959507.9403298,62103,397.9296569824219
1652959512.1410148,62830,403.24658203125
1652959516.3794105,63456,404.4867858886719
1652959520.9747012,64183,412.0421447753906
1652959525.113361,64822,406.7427062988281
1652959529.3062158,65474,406.016845703125
1652959533.2076845,66070,399.3526306152344
1652959535.9176188,66347,384.58966064453125
1652959536.521886,66438,364.99554443359375
1652959537.1205864,66530,350.08233642578125
1652959537.7283945,66623,334.45562744140625
1652959538.3291616,66714,319.7768859863281
1652959538.9352028,66806,305.2980651855469
1652959539.5419204,66898,290.9156188964844
1652959540.1474795,66990,274.71142578125
1652959540.7557826,67082,258.5479431152344
1652959541.3568866,67172,244.57192993164062
1652959541.9538398,67263,227.87771606445312
1652959542.5718143,67356,207.941162109375
1652959543.1748838,67445,190.23744201660156
1652959543.7579622,67532,171.23580932617188
1652959544.2921948,67612,148.35986328125
1652959544.8299527,67695,133.22288513183594
1652959545.4395213,67784,113.9719467163086
1652959546.0339847,67875,96.24901580810547
1652959546.6502676,67967,78.74513244628906
1652959547.929564,68201,61.19115447998047
1652959549.7775576,68477,45.59333801269531
1652959551.650426,68755,28.568971633911133
1652959553.5105119,69027,15.549620628356934
1652959555.3780077,69288,0.03407924994826317
1652959557.040917,69530,-11.414299011230469
1652959558.8500812,69795,-15.535005569458008
1652959560.5766027,70039,-15.32292652130127
1652959562.399629,70305,-14.961336135864258
1652959564.3152018,70572,-14.597091674804688
1652959566.2773256,70843,-14.215167045593262
1652959568.188557,71091,-13.887207984924316
1652959570.131983,71368,-13.431069374084473
1652959572.1562362,71636,-13.030860900878906
1652959574.067396,71897,-12.719929695129395
1652959576.0393603,72146,-12.467844009399414
1652959577.892746,72387,-12.25256061553955
1652959579.7241175,72627,-11.99598503112793
1652959581.5962815,72873,-11.704829216003418
1652959583.4600306,73114,-11.401167869567871
1652959585.3835158,73349,-11.145600318908691
1652959587.254229,73588,-10.939075469970703
1652959589.087286,73811,-10.790913581848145
1652959590.8885407,74025,-10.555126190185547
1652959592.7186134,74261,-10.332625389099121
1652959594.7663214,74524,-10.29716968536377
1652959596.8194318,74770,-10.467731475830078
1652959599.0145793,75040,-10.379796028137207
1652959601.076056,75282,-10.557313919067383
1652959603.028137,75518,-10.799708366394043
1652959604.9736059,75754,-10.849143981933594
1652959607.055352,75997,-10.869081497192383
1652959608.8306577,76202,-10.865132331848145
1652959610.8349824,76438,-10.45985221862793
1652959612.5049396,76632,-10.530858039855957
1652959614.1137064,76821,-10.710253715515137
1652959615.7853963,77024,-10.791329383850098
1652959617.8611453,77272,-11.015597343444824
1652959620.3569434,77558,-11.356178283691406
1652959623.171493,77883,-11.17198657989502
1652959638.701895,79925,9.74889850616455
1652959663.1049156,82565,45.122291564941406
1652959691.4792385,85915,87.64346313476562
1652959711.0209904,88718,121.86515045166016
1652959739.6115992,91904,162.21145629882812
1652959768.3809454,94642,203.84356689453125
1652959792.5410504,97732,260.2759094238281
1652959815.587273,99465,279.4205017089844
