Wall time,Step,Value
1652965148.280441,433,0.1776677370071411
1652965150.2797418,704,0.05452515929937363
1652965151.6690278,972,0.06284806877374649
1652965153.0688365,1240,0.061554908752441406
1652965155.1945689,1733,0.1410791575908661
1652965158.762268,2405,0.3533364236354828
1652965161.253248,2795,0.3738710582256317
1652965164.7852318,3544,0.5010133385658264
1652965167.9208462,4080,0.9546725749969482
1652965170.236108,4498,1.0438584089279175
1652965173.2201622,5119,0.9578827023506165
1652965177.1131997,5843,1.1331939697265625
1652965180.3433251,6416,1.6111539602279663
1652965183.1659858,6936,2.1615664958953857
1652965186.052831,7461,2.0108578205108643
1652965188.9427469,8023,1.8587734699249268
1652965192.3789556,8724,2.133908748626709
1652965195.988223,10135,2.2916815280914307
1652965203.9049616,10852,2.5980918407440186
1652965206.913885,11383,2.4345643520355225
1652965209.8404062,11958,2.9028611183166504
1652965213.2888994,12555,2.8771817684173584
1652965216.2790003,13102,3.2509727478027344
1652965219.2469437,13636,3.3866662979125977
1652965221.894568,14242,4.0126633644104
1652965225.1625843,15043,5.171563625335693
1652965230.0968454,15674,5.582435131072998
1652965234.2737978,16515,5.896181106567383
1652965242.621203,18066,5.694384574890137
1652965246.2913945,18767,6.77509880065918
1652965250.8577883,19614,6.298788547515869
1652965255.718528,20498,6.890853404998779
1652965260.0926235,21320,6.407022953033447
1652965264.8269477,22158,7.718175888061523
1652965269.146504,22942,7.353320121765137
1652965274.012226,23752,7.050903797149658
1652965278.3683686,24475,8.283470153808594
1652965284.5454528,25433,8.257586479187012
1652965290.5912895,26349,8.772759437561035
1652965297.681202,27377,9.380724906921387
1652965303.8003037,28344,9.269100189208984
1652965308.7986183,29181,11.07535457611084
1652965314.4042892,30035,10.822122573852539
1652965319.5942943,30972,10.238018035888672
1652965326.8348293,32168,11.6764554977417
1652965332.4708252,33268,11.885104179382324
1652965338.301997,34379,12.281187057495117
1652965344.3303196,35401,12.097105026245117
1652965350.302196,36349,12.739191055297852
1652965355.5257597,37280,13.249836921691895
1652965361.0654237,38313,13.214668273925781
1652965366.176372,39254,13.806412696838379
1652965371.617744,40251,14.086840629577637
1652965380.9242525,42006,14.78062915802002
1652965386.9158149,43102,13.885584831237793
1652965392.3883195,44101,13.735533714294434
1652965398.008315,45098,12.67838191986084
1652965402.884923,45958,13.605420112609863
1652965407.8899186,46896,12.928750038146973
1652965412.8074725,47789,12.002890586853027
1652965418.0195599,48722,11.492440223693848
1652965423.2075217,49656,12.75030517578125
1652965428.9452493,50651,11.735346794128418
1652965434.7705708,51704,11.907305717468262
1652965440.141713,52602,12.215755462646484
1652965445.598574,53577,11.109689712524414
1652965450.4641864,54403,10.652469635009766
1652965457.1226819,55527,12.77602481842041
1652965463.0701885,56580,10.627305030822754
1652965469.074742,57514,11.709404945373535
1652965475.169747,58581,12.330443382263184
1652965482.3210425,59714,11.205552101135254
1652965489.1138573,60838,11.641166687011719
1652965496.2348802,61982,11.700332641601562
1652965503.6626434,63136,10.94972038269043
1652965510.6369236,64320,10.915237426757812
1652965519.0596654,65603,10.843460083007812
1652965527.1507425,66893,11.024165153503418
1652965535.1031165,68064,12.193183898925781
1652965542.755435,69255,11.574361801147461
1652965551.2552495,70489,11.430066108703613
1652965559.548014,71641,10.803313255310059
1652965568.2010596,72931,11.036189079284668
1652965577.9663196,74159,11.087246894836426
1652965588.42314,75515,11.485738754272461
1652965598.172854,76725,11.56750774383545
1652965609.2141044,78082,10.901987075805664
1652965620.5560899,79523,11.488000869750977
1652965631.9028928,80793,10.468767166137695
1652965643.1645465,82125,10.821002960205078
1652965653.3742433,83299,11.38945198059082
1652965663.3444028,84465,13.41264820098877
1652965675.2191024,85861,11.05468463897705
1652965686.8093834,87193,11.77436637878418
1652965697.9952903,88484,10.477398872375488
1652965708.5220923,89694,10.470850944519043
1652965719.1618016,90928,12.128183364868164
1652965730.435112,92170,10.34047794342041
1652965741.4874644,93477,9.718138694763184
1652965753.292356,94772,10.65422534942627
1652965764.37334,96014,10.252776145935059
1652965775.1984878,97243,10.076138496398926
1652965785.2090683,98369,10.193033218383789
1652965795.6436074,99529,10.371333122253418
