run,step,value
001,79,15.399761199951172
001,149,9.969819068908691
001,221,6.265842914581299
001,292,4.44807243347168
001,363,3.35036039352417
001,435,2.5890142917633057
001,524,7.799771785736084
001,613,11.731260299682617
001,703,14.796465873718262
001,793,17.25104331970215
001,880,19.163291931152344
001,972,20.89853858947754
001,1061,22.300493240356445
001,1148,23.4271183013916
001,1237,24.46358871459961
001,1327,25.39748191833496
001,1417,26.215272903442383
001,1507,26.942138671875
001,1597,27.59630012512207
001,1687,28.196237564086914
001,1777,28.7299861907959
001,1866,29.18764877319336
001,1954,29.592519760131836
001,2042,29.97039031982422
001,2131,30.329320907592773
001,2220,31.27705955505371
001,2309,32.66206359863281
001,2399,34.286373138427734
001,2488,35.88022232055664
001,2576,37.455902099609375
001,2666,39.0809326171875
001,2755,39.072513580322266
001,2843,39.05126190185547
001,2932,39.03516387939453
001,3021,39.02140808105469
001,3111,39.06652069091797
001,3199,39.012630462646484
001,3288,39.0069580078125
001,3377,39.054710388183594
001,3467,39.07021713256836
001,3555,39.04133224487305
001,3645,39.042335510253906
001,3735,39.05354309082031
001,3826,39.070220947265625
001,3914,39.02991485595703
001,4002,38.99369812011719
001,4092,39.02818298339844
001,4182,39.06600570678711
001,4270,39.059913635253906
001,4357,39.028480529785156
001,4445,39.010196685791016
001,4534,39.00429153442383
001,4622,38.972862243652344
001,4710,38.97244644165039
001,4799,39.00569152832031
001,4886,38.96674728393555
001,4975,38.9750862121582
002,84,11.948501586914062
002,141,10.272499084472656
002,169,8.829154014587402
002,197,8.090106964111328
002,226,7.695539474487305
002,304,11.851466178894043
002,395,15.813617706298828
002,483,18.67862319946289
002,564,18.70633316040039
002,653,20.694913864135742
002,742,22.34114646911621
002,831,23.719398498535156
002,920,24.87758445739746
002,1010,25.882387161254883
002,1100,26.76749610900879
002,1188,27.49765968322754
002,1279,28.207399368286133
002,1368,28.797527313232422
002,1456,29.308927536010742
002,1547,29.823457717895508
002,1637,30.27095603942871
002,1725,30.640623092651367
002,1816,31.01856231689453
002,1905,31.35502815246582
002,1994,31.64603042602539
002,2084,32.73844528198242
002,2174,33.96018600463867
002,2263,35.26578903198242
002,2354,36.61639404296875
002,2443,37.914764404296875
002,2532,38.1566276550293
002,2622,38.14132308959961
002,2711,38.14314651489258
002,2801,38.959571838378906
002,2890,38.96745300292969
002,2979,38.974430084228516
002,3068,38.97429656982422
002,3157,38.96854019165039
002,3246,38.96419143676758
002,3335,38.964202880859375
002,3426,39.020225524902344
002,3517,39.02625274658203
002,3605,39.021148681640625
