run,step,value
001,108,22.730112075805664
001,153,11.37564754486084
001,225,7.135751724243164
001,296,5.073308944702148
001,367,3.806022882461548
001,443,4.643790245056152
001,533,9.602283477783203
001,621,13.255341529846191
001,712,16.201374053955078
001,802,18.53825569152832
001,890,20.36855125427246
001,980,21.973297119140625
001,1070,23.313417434692383
001,1227,26.708847045898438
001,1414,30.622535705566406
001,1755,38.9779167175293
001,2099,46.58708953857422
001,2441,53.338722229003906
001,2782,59.292457580566406
001,3124,64.70884704589844
001,3466,69.69971466064453
001,3808,74.32762145996094
001,4151,78.5035171508789
001,4454,81.2825927734375
001,4797,84.79248046875
001,5140,90.6728515625
001,5483,97.4195785522461
001,5824,104.26531219482422
001,6167,111.08585357666016
001,6510,117.93649291992188
001,6835,123.95858764648438
001,7179,129.2506561279297
001,7524,134.45156860351562
001,7867,139.70994567871094
001,8212,144.8558349609375
001,8558,150.1551055908203
001,8903,155.4228973388672
001,9247,160.61700439453125
001,9592,164.68312072753906
001,9936,168.1630859375
002,127,23.59010124206543
002,199,11.15245532989502
002,270,7.128966808319092
002,342,5.018322944641113
002,414,3.774608850479126
002,485,2.9654810428619385
002,557,2.3797237873077393
002,629,1.9269737005233765
002,704,1.6371687650680542
002,792,5.322445392608643
002,880,8.355437278747559
002,970,10.940152168273926
002,1099,14.654280662536621
002,1354,22.30510711669922
002,1613,29.082473754882812
002,1956,38.01675033569336
002,2317,46.519256591796875
002,2648,52.862083435058594
002,2961,57.97789001464844
002,3288,63.110023498535156
002,3628,68.2688217163086
002,3967,72.86299896240234
002,4305,77.10559844970703
002,4647,81.06396484375
002,5005,85.01728820800781
002,5387,92.019775390625
002,5778,100.29156494140625
002,6147,108.4472885131836
002,6614,119.51287841796875
002,7090,131.78277587890625
002,7593,144.42507934570312
002,8052,154.1612091064453
002,8542,164.60552978515625
002,9043,175.22752380371094
002,9706,186.84275817871094
003,132,44.314884185791016
003,160,25.07137107849121
003,188,18.68488311767578
003,216,15.487175941467285
003,244,13.566336631774902
003,272,12.281184196472168
003,300,11.311834335327148
003,328,10.583463668823242
003,356,10.001008987426758
003,384,9.593535423278809
003,412,9.258281707763672
003,440,8.971349716186523
003,468,8.739161491394043
003,496,8.53498649597168
003,524,8.357648849487305
003,552,8.20212173461914
003,580,8.067821502685547
003,608,7.946143627166748
003,636,7.838263034820557
003,664,7.74333381652832
003,692,7.656922817230225
003,720,7.576709747314453
003,748,7.5018792152404785
003,776,7.434218883514404
003,804,7.3742876052856445
003,832,5.838154315948486
003,891,6.503113746643066
003,979,7.801502227783203
003,1070,9.145651817321777
003,1157,10.430885314941406
003,1248,11.77653694152832
003,1337,13.101106643676758
003,1428,14.458418846130371
003,1519,15.830939292907715
003,1626,17.023990631103516
003,1744,18.373859405517578
003,1831,19.66676902770996
003,1920,20.984607696533203
003,2009,22.30838394165039
003,2097,23.6123104095459
003,2187,24.951574325561523
003,2279,26.321041107177734
003,2368,27.645185470581055
003,2457,28.97261619567871
003,2548,30.33030891418457
003,2638,31.667682647705078
003,2727,32.995147705078125
003,2815,34.308895111083984
003,2903,35.61710739135742
003,2992,36.93980407714844
003,3082,38.2808723449707
003,3170,38.92316436767578
003,3259,38.95082092285156
003,3348,38.93450164794922
003,3438,38.991641998291016
003,3528,38.98843765258789
003,3618,39.022125244140625
003,3707,39.00518035888672
003,3797,38.9882926940918
003,3885,39.1042366027832
003,3973,39.06487274169922
003,4061,39.08708953857422
003,4149,39.074459075927734
003,4240,39.10633087158203
003,4327,39.09473419189453
003,4416,39.0767936706543
003,4506,39.04755783081055
003,4596,39.059722900390625
003,4685,39.05210876464844
003,4775,39.03546905517578
003,4865,39.034515380859375
003,4954,39.033382415771484
003,5044,39.0594482421875
003,5132,39.06578826904297
003,5221,39.06795120239258
003,5312,39.081565856933594
003,5402,39.11189651489258
003,5491,39.11064529418945
003,5579,39.0954704284668
003,5668,39.08008575439453
003,5758,39.07946014404297
003,5846,39.0530891418457
003,5937,39.08930969238281
003,6026,39.08494186401367
003,6115,39.104515075683594
003,6204,39.1197395324707
003,6294,39.15078353881836
003,6385,39.19571304321289
003,6475,39.184532165527344
003,6564,39.218807220458984
003,6650,39.17262649536133
003,6739,39.15571594238281
003,6830,39.1787223815918
003,6919,39.17970275878906
003,7009,39.175785064697266
003,7099,39.17674255371094
003,7188,39.175384521484375
003,7278,39.17573165893555
003,7368,39.198143005371094
003,7457,39.19267654418945
003,7544,39.130313873291016
003,7632,39.11235809326172
003,7721,39.10951232910156
003,7810,39.121551513671875
003,7900,39.136436462402344
003,7989,39.122432708740234
003,8077,39.12063217163086
003,8166,39.07733917236328
003,8256,39.083168029785156
003,8345,39.07832717895508
003,8433,39.05454635620117
003,8522,39.03545379638672
003,8613,39.048824310302734
003,8702,39.03190612792969
003,8791,39.03657913208008
003,8880,39.07907485961914
003,8968,39.06608200073242
003,9056,39.011474609375
003,9146,39.0344352722168
003,9233,38.9889030456543
003,9321,38.9626579284668
003,9409,38.948455810546875
003,9499,38.94392013549805
003,9590,38.96683120727539
003,9680,38.99360656738281
003,9769,39.017242431640625
003,9860,39.06283950805664
003,9948,39.042518615722656
004,70,11.488475799560547
004,135,8.822867393493652
004,238,17.804872512817383
004,329,23.284616470336914
004,420,26.593505859375
004,509,28.638389587402344
004,597,30.041738510131836
004,686,31.193864822387695
004,777,32.138946533203125
004,864,32.736366271972656
004,953,33.30425262451172
004,1093,35.72225570678711
004,1309,40.593685150146484
004,1497,43.68386459350586
004,1721,47.851200103759766
004,2056,54.87657928466797
004,2364,60.1749153137207
004,2638,63.74383544921875
004,2942,67.72129821777344
004,3280,72.38414764404297
004,3613,76.48223876953125
004,3949,80.28604125976562
004,4288,83.83527374267578
004,4623,87.10403442382812
004,4965,90.21317291259766
004,5308,96.36937713623047
004,5648,102.6774673461914
004,5990,107.85503387451172
004,6333,112.96879577636719
004,6676,118.05409240722656
004,7018,123.11524200439453
004,7360,128.20947265625
004,7703,133.28466796875
004,8044,138.2938690185547
004,8383,143.33616638183594
004,8724,148.3799285888672
004,9066,152.4904327392578
004,9403,155.0205535888672
004,9743,158.202392578125
004,10083,160.50344848632812
005,103,25.22459602355957
005,127,13.569212913513184
005,151,9.681859016418457
005,175,7.722240447998047
005,199,6.564145565032959
005,223,5.800778865814209
005,247,5.2589945793151855
005,271,4.845222473144531
005,295,4.525703430175781
005,319,4.255083084106445
005,343,4.043259143829346
005,367,3.8689334392547607
005,391,3.7187294960021973
005,415,3.5894386768341064
005,439,3.4778475761413574
005,463,3.389488935470581
005,491,3.410557746887207
005,519,3.4302332401275635
005,547,3.4503700733184814
005,609,3.2929649353027344
005,681,3.071321725845337
005,753,2.8771636486053467
005,824,2.71014666557312
005,896,2.5525264739990234
005,968,2.4055306911468506
005,1038,1.3531708717346191
005,1110,1.2347514629364014
005,1182,1.1140693426132202
005,1254,0.9846735596656799
005,1325,0.8580375909805298
005,1398,0.7447551488876343
005,1469,0.6132009625434875
005,1541,0.4835348427295685
005,1613,0.3386710286140442
005,1685,0.22806407511234283
005,1756,0.09720846265554428
005,1828,-0.023333469405770302
005,1900,-0.15441559255123138
005,1972,-0.2769021689891815
005,2044,-0.39731743931770325
005,2116,-0.525547981262207
005,2188,-0.7217002511024475
005,2261,-0.919282853603363
005,2332,-1.1133575439453125
005,2404,-1.1793056726455688
005,2476,-1.1703903675079346
005,2548,-1.1748052835464478
005,2620,-1.1961251497268677
005,2698,-0.7922618985176086
005,2787,0.8104556202888489
005,2876,2.416297197341919
005,2965,4.021673679351807
005,3054,5.6295552253723145
005,3143,7.248329162597656
005,3233,8.867650985717773
005,3322,10.45740795135498
005,3410,12.054341316223145
005,3500,13.68618106842041
005,3589,15.318024635314941
005,3678,16.9213924407959
005,3765,18.50459861755371
005,3854,20.099998474121094
005,3945,21.74618911743164
005,4034,23.34829330444336
005,4124,24.970130920410156
005,4214,26.593149185180664
005,4304,28.212913513183594
005,4393,29.818889617919922
005,4421,30.09491729736328
005,4449,30.381561279296875
005,4477,30.662818908691406
005,4505,30.948429107666016
005,4533,31.24638557434082
005,4561,31.1170711517334
005,4589,29.795196533203125
005,4617,28.468276977539062
005,4645,27.13923454284668
005,4673,25.80829429626465
005,4701,24.478729248046875
005,4729,23.14592742919922
005,4757,21.82415199279785
005,4785,20.513202667236328
005,4813,19.166175842285156
005,4841,17.83570671081543
005,4959,18.217653274536133
005,5034,17.815074920654297
005,5112,17.457273483276367
005,5204,17.3254451751709
005,5275,16.820863723754883
005,5351,16.403972625732422
005,5456,16.52859115600586
005,5602,17.447265625
005,5785,19.062604904174805
005,5968,22.022132873535156
005,6159,25.138622283935547
005,6331,27.884531021118164
005,6522,31.01397705078125
005,6705,33.92337417602539
005,6905,37.19432067871094
005,7122,40.77008819580078
005,7425,46.32317352294922
005,7766,52.903076171875
005,8108,59.464534759521484
005,8451,66.01264190673828
005,8793,72.5830307006836
005,9134,79.13483428955078
005,9476,85.71248626708984
005,9818,92.33731842041016
006,83,14.077280044555664
006,138,12.0406494140625
006,166,9.298877716064453
006,194,7.914111614227295
006,222,7.092747688293457
006,250,6.53303337097168
006,278,6.150981903076172
006,306,5.861581325531006
006,334,5.622556686401367
006,362,5.431607246398926
006,390,5.2791290283203125
006,418,5.143115043640137
006,446,5.034417629241943
006,484,4.88052225112915
006,556,4.472689628601074
006,627,4.128189563751221
006,699,3.828888177871704
006,771,3.554934501647949
006,843,3.314901113510132
006,914,3.090503454208374
006,986,2.885982036590576
006,1058,2.7032246589660645
006,1130,2.533275604248047
006,1202,2.377164602279663
006,1279,2.6447064876556396
006,1367,3.6243765354156494
006,1455,4.759905815124512
006,1545,6.172840118408203
006,1633,7.57208251953125
006,1723,8.996288299560547
006,1811,10.388671875
006,1898,11.76249885559082
006,1988,13.186857223510742
006,2076,14.579776763916016
006,2165,15.9874849319458
006,2254,17.404775619506836
006,2342,18.804616928100586
006,2431,20.2138671875
006,2521,21.678224563598633
006,2613,23.341482162475586
006,2702,24.945348739624023
006,2792,26.557180404663086
006,2883,28.193113327026367
006,2971,29.77342987060547
006,3062,31.4151668548584
006,3150,33.005401611328125
006,3242,34.656272888183594
006,3329,36.23283386230469
006,3417,37.816566467285156
006,3507,39.0269889831543
006,3597,39.057376861572266
006,3686,39.07925033569336
006,3773,39.04058837890625
006,3863,39.068084716796875
006,3952,39.0483512878418
006,4040,39.045738220214844
006,4131,39.11232376098633
006,4220,39.099761962890625
006,4308,39.09634017944336
006,4396,39.08641815185547
006,4486,39.09614944458008
006,4574,39.088165283203125
006,4662,39.07046890258789
006,4752,39.067726135253906
006,4840,39.00425720214844
006,4930,39.01807403564453
006,5020,39.019989013671875
006,5109,38.9858283996582
006,5200,39.037899017333984
006,5289,39.002540588378906
006,5380,39.048648834228516
006,5468,38.985172271728516
006,5556,38.999969482421875
006,5642,38.97601318359375
006,5733,38.98607635498047
006,5822,38.97014236450195
006,5910,38.96234893798828
006,6000,39.01015090942383
006,6087,38.96404266357422
006,6175,38.952239990234375
006,6264,38.96339416503906
006,6354,38.943702697753906
006,6444,38.95158767700195
006,6533,38.96936798095703
006,6623,39.00032043457031
006,6712,38.984100341796875
006,6803,39.04066848754883
006,6891,39.046546936035156
006,6980,39.03001403808594
006,7070,39.05266571044922
006,7159,39.03755187988281
006,7248,39.02141571044922
006,7336,39.005699157714844
006,7426,38.98591613769531
006,7517,39.00851058959961
006,7606,38.979148864746094
006,7696,39.015567779541016
006,7786,39.045249938964844
006,7876,39.10883712768555
006,7966,39.10868835449219
006,8057,39.13491439819336
006,8147,39.16154861450195
006,8234,39.118770599365234
006,8323,39.14847946166992
006,8411,39.149925231933594
006,8502,39.18974304199219
006,8591,39.166080474853516
006,8681,39.17137145996094
006,8771,39.20085144042969
006,8862,39.2203369140625
006,8952,39.2296142578125
006,9041,39.19285202026367
006,9130,39.20656204223633
006,9220,39.22880935668945
006,9307,39.18541717529297
006,9396,39.18849182128906
006,9484,39.176353454589844
006,9572,39.185577392578125
006,9661,39.1711540222168
006,9750,39.14319610595703
006,9838,39.131263732910156
006,9927,39.1191291809082
006,10017,39.12441635131836
007,90,13.390896797180176
007,136,8.5261869430542
007,164,6.923761367797852
007,192,6.1276164054870605
007,220,5.678162574768066
007,248,5.364492416381836
007,276,5.160106658935547
007,304,5.237043380737305
007,332,5.312880039215088
007,363,5.473296165466309
007,453,8.554816246032715
007,542,11.091334342956543
007,632,13.27784252166748
007,723,15.170812606811523
007,812,16.756858825683594
007,902,18.161252975463867
007,989,19.34717559814453
007,1080,20.476381301879883
007,1172,21.516056060791016
007,1259,22.349966049194336
007,1350,23.176176071166992
007,1438,23.874841690063477
007,1528,24.54499626159668
007,1617,25.151100158691406
007,1706,25.707307815551758
007,1794,26.722755432128906
007,1883,28.146268844604492
007,1971,29.545637130737305
007,2060,30.962997436523438
007,2151,32.39613723754883
007,2240,33.79876708984375
007,2328,35.18705749511719
007,2417,36.521034240722656
007,2505,37.83125305175781
007,2593,39.10562515258789
007,2682,39.09471893310547
007,2771,39.094268798828125
007,2860,39.08175277709961
007,2950,39.05872344970703
007,3040,39.08206558227539
007,3128,39.05366897583008
007,3218,39.10049057006836
007,3306,39.055885314941406
007,3395,39.01033020019531
007,3482,39.02174758911133
007,3572,39.01380920410156
007,3662,39.057857513427734
007,3750,39.02771759033203
007,3839,39.02550506591797
007,3929,39.04098892211914
007,4019,39.072879791259766
007,4108,39.05865478515625
007,4198,39.084747314453125
007,4286,39.05449295043945
007,4376,39.052364349365234
007,4466,39.079410552978516
007,4557,39.12919998168945
007,4647,39.14594650268555
007,4735,39.14387893676758
007,4824,39.15507507324219
007,4916,39.20070266723633
007,5003,39.16938400268555
007,5093,39.185218811035156
007,5183,39.19264602661133
007,5271,39.15932083129883
007,5359,39.1654167175293
007,5449,39.16688537597656
007,5539,39.20191955566406
007,5628,39.20405578613281
007,5716,39.218902587890625
007,5806,39.21985626220703
007,5896,39.204750061035156
007,5986,39.2331428527832
007,6073,39.20549392700195
007,6161,39.172306060791016
007,6250,39.13825225830078
007,6339,39.14720916748047
007,6428,39.13551712036133
007,6518,39.17501449584961
007,6610,39.19752883911133
007,6700,39.19355010986328
007,6789,39.16563415527344
007,6877,39.134620666503906
007,6966,39.149314880371094
007,7055,39.146209716796875
007,7145,39.11347961425781
007,7234,39.14313888549805
007,7323,39.12216567993164
007,7413,39.127601623535156
007,7503,39.15871047973633
007,7591,39.16704559326172
007,7680,39.153114318847656
007,7769,39.14120864868164
007,7859,39.149009704589844
007,7947,39.137760162353516
007,8036,39.120628356933594
007,8125,39.10750198364258
007,8216,39.12738037109375
007,8306,39.168617248535156
007,8396,39.20713806152344
007,8485,39.2254638671875
007,8572,39.18955993652344
007,8662,39.209285736083984
007,8751,39.19464111328125
007,8838,39.11307907104492
007,8926,39.08289337158203
007,9015,39.078250885009766
007,9104,39.090171813964844
007,9192,39.07822799682617
007,9281,39.07633972167969
007,9370,39.060359954833984
007,9461,39.095951080322266
007,9551,39.10810852050781
007,9642,39.12009811401367
007,9731,39.10021209716797
007,9821,39.12156677246094
007,9911,39.12443542480469
007,9999,39.10794448852539
008,73,13.580399513244629
008,190,30.488554000854492
008,215,21.668182373046875
008,243,17.738426208496094
008,271,15.367695808410645
008,299,13.783097267150879
008,327,12.6474609375
008,355,11.798645973205566
008,383,11.14608383178711
008,411,10.619503021240234
008,439,10.185693740844727
008,467,9.835638999938965
008,495,9.5339994430542
008,523,9.276899337768555
008,551,9.052918434143066
008,579,8.84992504119873
008,607,8.6754732131958
008,635,8.521187782287598
008,663,8.384648323059082
008,691,8.259695053100586
008,719,8.14915943145752
008,747,8.045741081237793
008,775,7.949504852294922
008,803,7.8629560470581055
008,831,7.783287048339844
008,859,7.474628448486328
008,887,5.816101551055908
008,915,5.892728328704834
008,943,5.889782905578613
008,971,5.887698173522949
008,999,5.886430263519287
008,1027,5.886936187744141
008,1055,5.889448165893555
008,1083,5.8877716064453125
008,1111,5.8875627517700195
008,1139,5.887906074523926
008,1167,5.882503986358643
008,1195,5.8793745040893555
008,1223,5.876965045928955
008,1251,5.87781286239624
008,1279,5.879003047943115
008,1307,5.8803205490112305
008,1335,5.879547595977783
008,1363,5.877105236053467
008,1391,5.875036716461182
008,1419,5.87180757522583
008,1478,6.547450542449951
008,1566,7.858286380767822
008,1655,9.185848236083984
008,1744,10.507619857788086
008,1833,11.835235595703125
008,1922,13.161766052246094
008,2010,14.471216201782227
008,2099,15.795010566711426
008,2188,17.123842239379883
008,2279,18.48430824279785
008,2368,19.8161563873291
008,2459,21.17032814025879
008,2548,22.50088882446289
008,2637,23.8238582611084
008,2726,25.152063369750977
008,2815,26.483970642089844
008,2903,27.785154342651367
008,2993,29.11737632751465
008,3081,30.42030143737793
008,3170,31.750120162963867
008,3261,33.1009635925293
008,3349,34.41058349609375
008,3439,35.759334564208984
008,3529,37.10135269165039
008,3619,38.446414947509766
008,3709,39.11418151855469
008,3799,39.15367126464844
008,3888,39.15116500854492
008,3978,39.175819396972656
008,4068,39.193782806396484
008,4156,39.16837692260742
008,4245,39.175445556640625
008,4335,39.19630813598633
008,4424,39.1830940246582
008,4512,39.133323669433594
008,4603,39.164669036865234
008,4692,39.13663864135742
008,4782,39.154083251953125
008,4871,39.155948638916016
008,4962,39.1773681640625
008,5052,39.187278747558594
008,5142,39.22970962524414
008,5231,39.229042053222656
008,5320,39.24977493286133
008,5411,39.27861404418945
008,5502,39.28718948364258
008,5591,39.2943229675293
008,5680,39.2708625793457
008,5769,39.247230529785156
008,5861,39.27312469482422
008,5951,39.27016830444336
008,6040,39.24391555786133
008,6130,39.26375198364258
008,6219,39.243316650390625
008,6309,39.23981475830078
008,6401,39.308021545410156
008,6491,39.33360290527344
008,6582,39.33989334106445
008,6671,39.34421920776367
008,6761,39.384132385253906
008,6850,39.34555435180664
008,6939,39.34507369995117
008,7030,39.35483169555664
008,7121,39.382659912109375
008,7209,39.348777770996094
008,7298,39.32817840576172
008,7388,39.33323669433594
008,7478,39.3448371887207
008,7568,39.357059478759766
008,7659,39.361976623535156
008,7747,39.312076568603516
008,7836,39.314857482910156
008,7927,39.35028839111328
008,8016,39.35673141479492
008,8103,39.27864074707031
008,8193,39.27769088745117
008,8281,39.269718170166016
008,8371,39.267120361328125
008,8461,39.278900146484375
008,8553,39.31467056274414
008,8642,39.2662353515625
008,8731,39.24295425415039
008,8820,39.21208953857422
008,8911,39.25811004638672
008,9002,39.267181396484375
008,9090,39.25986862182617
008,9179,39.25802993774414
008,9268,39.227943420410156
008,9358,39.223392486572266
008,9447,39.234962463378906
008,9537,39.25269317626953
008,9628,39.263912200927734
008,9717,39.23942184448242
008,9806,39.23005294799805
008,9895,39.18843078613281
008,9986,39.240177154541016
009,97,19.3062686920166
009,149,13.521842956542969
009,189,10.829185485839844
009,229,9.494513511657715
009,269,8.686524391174316
009,309,8.151918411254883
009,349,7.769415855407715
009,389,7.492700099945068
009,429,7.26537561416626
009,469,7.089474201202393
009,510,6.985730171203613
009,598,9.648650169372559
009,678,10.381047248840332
009,750,9.544442176818848
009,822,8.813429832458496
009,894,8.187907218933105
009,967,7.639106273651123
009,1039,7.1533050537109375
009,1111,6.7175703048706055
009,1183,6.329402446746826
009,1255,5.970823287963867
009,1327,5.648880481719971
009,1399,5.363305568695068
009,1471,5.095857620239258
009,1542,4.850259304046631
009,1618,4.438512802124023
009,1706,5.674921989440918
009,1735,5.701560020446777
009,1763,5.718510627746582
009,1791,5.734201431274414
009,1819,5.7477874755859375
009,1847,5.762413024902344
009,1875,5.773477077484131
009,1903,5.789278507232666
009,1931,5.801747798919678
009,1959,5.798036098480225
009,1987,4.476513385772705
009,2015,3.9458155632019043
009,2043,4.236560344696045
009,2071,4.531913757324219
009,2099,4.817566394805908
009,2194,6.341635704040527
009,2372,9.488751411437988
009,2599,13.650677680969238
009,2900,19.457576751708984
009,3244,26.374521255493164
009,3588,33.36760330200195
009,3931,40.31047821044922
009,4275,47.29488754272461
009,4597,53.668067932128906
009,4940,60.22991180419922
009,5280,65.49019622802734
009,5624,72.14891052246094
009,5968,78.75885009765625
009,6314,85.35653686523438
009,6658,92.08895111083984
009,7000,98.77448272705078
009,7339,105.44165802001953
009,7681,112.18700408935547
009,8008,118.44564819335938
009,8279,122.9007568359375
009,8540,127.33348846435547
009,8840,132.8488311767578
009,9187,139.48385620117188
009,9437,144.01808166503906
009,9700,148.7629852294922
009,10041,153.78948974609375
010,80,16.027484893798828
010,138,10.123861312866211
010,174,6.931888103485107
010,210,5.324984073638916
010,246,4.390163898468018
010,282,3.7735836505889893
010,318,3.3131093978881836
010,354,2.9842746257781982
010,390,2.716210126876831
010,454,2.360971450805664
010,526,2.041308879852295
010,598,1.7720649242401123
010,670,1.563194990158081
010,742,1.3506367206573486
010,814,1.191495656967163
010,886,1.0477283000946045
010,958,0.9054742455482483
010,1029,0.7875924110412598
010,1102,0.6795498132705688
010,1174,0.5942270159721375
010,1245,0.5100187659263611
010,1317,0.43500596284866333
010,1390,0.36156994104385376
010,1462,0.30019885301589966
010,1534,0.25145062804222107
010,1606,-0.43468207120895386
010,1678,-0.6545567512512207
010,1739,-0.6723117828369141
010,1767,-0.543513298034668
010,1795,-0.41919004917144775
010,1823,-0.28343072533607483
010,1851,-0.06995277106761932
010,1879,0.13609038293361664
010,1907,0.3480980694293976
010,1935,0.6183879971504211
010,1963,0.8970615863800049
010,1991,1.1806141138076782
010,2019,1.4540730714797974
010,2047,1.7474480867385864
010,2075,2.024078369140625
010,2103,2.3054349422454834
010,2131,2.597774028778076
010,2159,2.882133722305298
010,2187,3.166905403137207
010,2215,3.44329833984375
010,2243,3.726141929626465
010,2271,4.007750511169434
010,2299,4.290606498718262
010,2327,4.570016860961914
010,2355,4.8434576988220215
010,2383,5.124216079711914
010,2411,5.409307479858398
010,2439,5.640076637268066
010,2467,5.728161811828613
010,2495,5.816786289215088
010,2523,5.889415264129639
010,2551,5.888432502746582
010,2579,5.889886856079102
010,2607,5.8891401290893555
010,2635,5.888242244720459
010,2663,5.893815517425537
010,2691,5.889926910400391
010,2719,5.887853622436523
010,2747,5.883011817932129
010,2775,5.882992267608643
010,2803,5.88006067276001
010,2831,5.877787113189697
010,2859,5.8778533935546875
010,2887,5.878510475158691
010,2915,5.877579689025879
010,2943,5.8767242431640625
010,2971,5.873843669891357
010,2999,5.877200603485107
010,3027,5.878215312957764
010,3055,5.874290943145752
010,3083,5.874242782592773
010,3111,5.874475955963135
010,3139,5.875022888183594
010,3167,5.870553970336914
010,3195,5.867444038391113
010,3223,5.864396095275879
010,3251,5.863764762878418
010,3279,5.866067409515381
010,3307,5.867556095123291
010,3335,5.8653154373168945
010,3363,5.861776828765869
010,3391,5.8675150871276855
010,3419,5.869401454925537
010,3447,5.874284744262695
010,3475,5.876375198364258
010,3503,5.877462387084961
010,3531,5.879738807678223
010,3559,5.88060998916626
010,3588,5.893123626708984
010,3616,5.892404556274414
010,3644,5.891993522644043
010,3672,5.893843650817871
010,3700,5.892116069793701
010,3728,5.890029430389404
010,3756,5.891837120056152
010,3784,5.890576362609863
010,3812,5.892984867095947
010,3840,5.890879154205322
010,3868,5.893298625946045
010,3896,5.891613960266113
010,3959,6.6076459884643555
010,4139,8.033202171325684
010,4298,10.50206470489502
010,4455,13.115676879882812
010,4586,15.191964149475098
010,4760,17.9902400970459
010,4898,20.02442169189453
010,5038,22.120391845703125
010,5179,24.185752868652344
010,5318,26.233247756958008
010,5459,28.309661865234375
010,5600,30.381467819213867
010,5739,32.424339294433594
010,5870,34.32178497314453
010,5976,35.88044738769531
010,6080,37.417022705078125
010,6191,39.048465728759766
010,6281,40.390716552734375
010,6374,41.7781867980957
010,6478,43.32683563232422
010,6570,44.70597457885742
010,6660,46.05283737182617
010,6748,47.36768341064453
010,6838,48.71135711669922
010,6926,50.01898956298828
010,7017,50.66259002685547
010,7105,50.55081558227539
010,7195,49.42835235595703
010,7370,49.7183837890625
010,7603,51.81150436401367
010,7759,51.39033126831055
010,7954,52.639774322509766
010,8107,52.97932052612305
010,8482,56.95308303833008
010,8917,61.97535705566406
010,9379,67.38673400878906
010,9773,72.65438079833984
011,10174,195.2759246826172
011,10223,193.77024841308594
011,10294,191.34788513183594
011,10365,186.43426513671875
011,10500,181.9598846435547
011,11250,183.1013946533203
011,13072,195.04244995117188
011,13335,193.01507568359375
011,13426,188.60304260253906
011,13517,183.77273559570312
011,13606,178.46661376953125
011,13695,173.25416564941406
011,13786,168.03070068359375
011,13876,162.72581481933594
011,13963,157.0581817626953
