#{"t_start": 1654150935.2533488, "env_id": "Hopper-v3"}
r,l,t
926.199175,292,0.152138
700.39189,257,0.275662
917.925735,304,0.418486
1374.472727,486,0.651287
1041.019526,342,0.820924
910.992079,300,0.966194
910.697122,301,1.116754
1084.136464,373,1.290768
864.55069,279,1.415547
1026.198177,362,1.578269
492.669653,183,1.663229
283.494923,132,1.723616
679.235629,225,1.825304
514.087665,203,1.916046
606.814156,213,2.012826
497.24066,186,2.101188
578.085371,213,2.202351
578.9647,215,2.300575
485.137035,185,2.384895
501.103286,204,2.476854
696.757112,216,2.573699
751.524379,243,2.681936
424.370431,146,2.747084
685.723594,213,2.841938
674.189197,211,2.936295
665.878077,206,3.028296
680.99147,210,3.121713
451.416227,154,3.190058
685.126217,209,3.284267
699.061044,216,3.380509
2747.956716,1000,3.826243
2682.245105,919,4.236207
2780.48535,1000,4.681456
2668.639378,1000,5.128764
2783.3034,1000,5.573485
2682.488723,1000,6.019201
2782.271752,1000,6.463607
2656.351507,1000,6.908789
2703.764348,1000,7.355692
2777.833351,1000,7.800191
764.993592,244,7.909026
969.583465,317,8.050821
878.790307,276,8.17329
773.534413,247,8.283532
737.12711,238,8.389624
713.335651,233,8.493515
776.085368,248,8.603966
809.611926,255,8.717341
1166.772071,377,8.884313
1806.247484,587,9.143701
630.336967,199,9.232652
1350.452663,430,9.424654
760.569555,245,9.533555
1520.832763,573,9.791605
646.202424,206,9.883469
1305.947429,422,10.073363
724.164416,282,10.199867
842.464448,303,10.335262
969.219149,331,10.483336
797.057335,299,10.617553
657.7651,205,10.708846
609.284489,189,10.792897
599.048558,190,10.87741
614.784708,197,10.965885
628.497495,201,11.055983
813.84241,248,11.166317
611.40169,186,11.248866
671.130923,209,11.341828
644.01318,204,11.432553
648.252219,205,11.523606
604.388854,206,11.616038
598.880077,205,11.707898
611.861299,212,11.802369
330.675924,130,11.860622
623.089094,217,11.957865
325.031125,127,12.014685
1263.338575,380,12.182918
1063.806485,315,12.32327
321.705191,124,12.378501
324.643368,126,12.434588
475.76018,170,12.510118
675.361622,217,12.605611
827.189929,249,12.715146
470.700733,168,12.789515
550.118915,187,12.872466
559.703431,188,12.95639
670.252047,224,13.057087
487.152483,171,13.132762
824.678784,249,13.242878
495.430242,175,13.320421
3119.408698,1000,13.767157
3132.693572,1000,14.213691
3118.343193,1000,14.661178
1529.183096,490,14.878722
3117.047062,1000,15.326865
3101.716647,1000,15.772896
3095.887699,1000,16.218798
2041.911506,662,16.512547
2543.627283,822,16.879484
3009.612817,1000,17.324445
1074.551981,317,17.547918
1267.428138,375,17.714593
1300.988588,382,17.883172
1432.246927,419,18.067916
635.450743,197,18.156337
722.051286,216,18.253557
694.430382,211,18.347552
688.106346,210,18.44032
848.750959,250,18.551014
679.099569,207,18.643267
