run,step,value
001,88,11.527894973754883
001,208,23.54328155517578
001,297,25.908924102783203
001,389,27.169410705566406
001,477,26.988502502441406
001,703,39.56310272216797
001,863,44.03703308105469
001,1115,53.163700103759766
001,1459,65.9277114868164
001,1801,75.96054077148438
001,2145,84.35200500488281
001,2487,91.17474365234375
001,2829,97.05671691894531
001,3089,98.71405029296875
001,3272,97.5278091430664
001,3450,96.37361145019531
001,3654,96.1147232055664
001,3903,97.04727935791016
001,4185,98.7271728515625
001,4527,101.66852569580078
001,4895,105.0109634399414
001,5233,107.31758880615234
001,5569,109.39155578613281
001,5906,111.35462188720703
001,6226,112.83770751953125
001,6623,120.35482025146484
001,7054,127.61389923095703
001,7508,135.9348907470703
001,7939,143.72576904296875
001,8283,149.40428161621094
001,8656,152.76004028320312
001,9001,156.689453125
001,9347,158.7632293701172
001,9692,158.8607177734375
001,10038,159.057861328125
001,10384,159.1485137939453
001,10730,159.30934143066406
001,11077,159.4158477783203
001,11425,161.40380859375
001,11772,165.0040740966797
001,12118,168.59776306152344
001,12464,171.64234924316406
001,12808,173.79159545898438
001,13154,175.40090942382812
001,13538,176.62245178222656
001,13883,176.4690399169922
001,14268,177.897705078125
001,14608,178.3444061279297
001,14953,178.75241088867188
001,15296,179.4539337158203
001,15634,178.0167236328125
001,15979,176.07823181152344
001,16322,173.2178497314453
001,16661,170.7767791748047
001,17001,170.65977478027344
001,17342,169.8252716064453
001,17687,169.79518127441406
001,18034,169.8521270751953
001,18379,169.7441864013672
001,18727,169.69007873535156
001,19074,169.7237548828125
001,19419,169.60105895996094
001,19765,169.5513458251953
001,20108,169.42974853515625
001,20455,169.41497802734375
001,20798,169.42379760742188
001,21194,169.11044311523438
001,21533,168.3262939453125
001,21955,168.36827087402344
001,22434,169.0294189453125
001,22888,171.30931091308594
001,23204,169.78256225585938
001,23527,169.44189453125
001,23850,169.05377197265625
001,24181,168.8309326171875
001,24617,171.75668334960938
001,25015,173.34744262695312
001,25452,176.4009246826172
001,25865,178.643798828125
001,26326,182.3431854248047
001,26839,186.69122314453125
001,27352,190.8428497314453
001,27923,195.97171020507812
001,28440,200.4125518798828
001,29027,205.78114318847656
001,29595,210.642822265625
001,30077,214.4734344482422
001,30589,218.6491241455078
001,31050,222.0001678466797
001,31533,225.5892333984375
001,32014,229.13369750976562
001,32482,232.83761596679688
001,32950,237.1150665283203
001,33425,240.68240356445312
001,33896,242.82106018066406
001,34393,244.75677490234375
001,34886,249.4552459716797
001,35366,253.71090698242188
001,35844,257.9961853027344
001,36337,262.4833984375
001,36842,263.9884033203125
001,37314,266.0171813964844
001,37788,266.57965087890625
001,38336,269.2516174316406
001,38838,269.8482360839844
