#{"t_start": 1654116116.9130363, "env_id": "Walker2d-v3"}
r,l,t
3063.03801,1000,0.493856
2940.3854,1000,0.983582
3128.262141,1000,1.442577
3055.670581,1000,1.89624
3006.083756,1000,2.352352
2987.430588,1000,2.808677
3034.293331,1000,3.263406
3112.010792,1000,3.71877
2956.573786,1000,4.173568
3001.129779,1000,4.668367
1246.102743,474,4.905859
2069.038911,785,5.303999
2923.644926,1000,5.805182
432.66915,177,5.895082
1230.210562,426,6.109865
2936.206019,1000,6.611143
2302.284805,873,7.050545
1379.629764,447,7.274207
2614.082993,1000,7.776988
3015.532593,1000,8.27919
3065.010427,908,8.732883
3472.088844,1000,9.231409
3343.864449,1000,9.731234
3327.166882,1000,10.23091
832.317571,296,10.380222
717.248173,285,10.523388
3382.459533,1000,11.022736
3347.049539,1000,11.482154
3380.719106,1000,11.934392
3426.225808,1000,12.386221
660.319063,261,12.505875
2098.441333,614,12.783441
1107.71146,377,12.954556
2653.507143,749,13.294042
2458.75166,738,13.628104
1079.228881,355,13.789113
708.385422,278,13.915455
599.317676,239,14.02358
1697.900134,522,14.26106
1708.800438,513,14.493655
2816.860446,1000,14.94694
2796.849758,1000,15.399161
2820.597692,1000,15.851263
2967.468584,1000,16.305033
2752.844771,1000,16.759289
2771.244135,1000,17.21461
2888.795471,1000,17.6705
2698.159567,1000,18.126885
2930.568601,1000,18.581163
2900.550402,1000,19.034674
253.809197,210,19.131613
576.700009,416,19.320538
2590.350925,1000,19.77278
559.012463,380,19.946637
2512.918167,1000,20.401174
2087.654451,1000,20.856755
1856.607521,836,21.235995
236.769527,208,21.330671
2480.949305,1000,21.782192
2472.713086,1000,22.234702
3260.584991,1000,22.685327
3265.117618,1000,23.135214
3336.29051,1000,23.585741
3311.534536,1000,24.038028
870.12476,317,24.182024
3312.170668,1000,24.634087
737.559535,273,24.758621
3291.479746,1000,25.21097
3188.046994,1000,25.663491
3289.617623,1000,26.115407
3134.478556,1000,26.568699
3424.230142,1000,27.020907
1028.602863,435,27.218124
3444.869835,1000,27.670594
3288.206581,1000,28.123397
3391.000358,1000,28.575753
3344.237477,1000,29.026421
3336.01167,1000,29.476841
3444.86241,1000,29.927299
3363.035233,1000,30.378683
2988.809284,1000,30.832928
3080.006141,1000,31.28663
3056.820621,1000,31.739204
2952.238313,1000,32.19111
3047.095363,1000,32.643044
3079.318357,1000,33.094723
2994.448251,1000,33.546193
2932.700009,1000,33.998237
3039.03726,1000,34.450298
3013.674469,1000,34.902879
3125.774829,1000,35.357283
3076.426402,1000,35.810323
3113.062722,1000,36.263077
3046.849411,1000,36.716592
3086.791337,1000,37.169815
3079.615573,1000,37.622057
3068.46783,1000,38.074217
3042.906609,1000,38.526424
3064.828947,1000,38.9773
3042.855742,1000,39.429572
3276.922201,1000,40.028136
643.060363,272,40.152159
3191.769865,1000,40.60306
3162.696022,1000,41.055486
3326.043383,1000,41.508738
3345.300667,1000,41.961343
3238.034078,1000,42.413692
3310.742999,1000,42.865573
768.79734,280,42.993134
3301.194744,1000,43.446072
