#{"t_start": 1654111598.52989, "env_id": "Walker2d-v3"}
r,l,t
394.694793,158,0.073692
411.219341,162,0.178967
568.863754,213,0.306114
750.669917,262,0.440465
631.179498,205,0.553042
420.793727,180,0.641775
341.584086,148,0.717094
350.767396,151,0.797676
473.467895,204,0.932834
445.236421,187,1.024035
871.457369,349,1.204598
1251.061771,563,1.463141
1249.888494,768,1.832893
1026.025685,460,2.044074
766.706471,353,2.205678
504.147448,249,2.324709
498.79713,224,2.425826
741.271907,303,2.567099
762.444286,309,2.706757
341.50834,274,2.832689
332.827443,158,2.906204
379.174446,179,2.99148
359.124272,171,3.069633
357.977195,173,3.149202
374.836961,177,3.23041
379.716159,173,3.30928
352.957192,174,3.389646
491.027018,209,3.489847
336.224012,166,3.571717
338.732571,160,3.651724
1002.521908,383,3.842279
1460.558946,500,4.102718
808.768528,383,4.31372
2972.945908,1000,4.822289
1318.351008,529,5.098035
681.916535,291,5.24923
1860.021812,750,5.61537
711.442104,303,5.757422
1754.909875,626,6.052632
1697.163052,657,6.354074
849.818483,291,6.490751
843.315876,289,6.621863
838.387421,283,6.75046
946.382036,319,6.902124
842.067566,278,7.040009
648.662014,243,7.156555
1484.334508,465,7.374147
877.538837,276,7.504699
860.489071,277,7.642122
664.458688,242,7.752277
2163.406958,1000,8.224528
2393.000244,907,8.642383
2407.468332,1000,9.102268
688.860451,384,9.277859
2276.909512,1000,9.746111
2460.546895,1000,10.210758
1043.227951,454,10.421038
2226.514565,1000,10.870061
774.809911,384,11.042371
1371.938096,729,11.369196
462.609535,193,11.457228
465.539727,177,11.547725
459.5596,185,11.64463
443.867688,179,11.733951
501.23319,203,11.838229
464.393512,187,11.928613
439.231314,171,12.008807
488.225832,198,12.102117
482.775885,199,12.19827
510.696775,224,12.307189
362.051692,181,12.393132
450.068115,191,12.490145
454.814678,232,12.603904
551.964048,266,12.729378
442.075717,229,12.839731
376.031912,181,12.926212
438.345127,235,13.038632
510.159605,209,13.136151
649.917493,258,13.255701
415.510671,185,13.342141
452.598164,189,13.434632
412.163336,166,13.515503
731.690075,247,13.633492
703.530575,226,13.740351
616.8413,220,13.844751
695.712581,235,13.954979
700.387426,256,14.086684
676.560143,238,14.209146
794.390734,257,14.337703
663.08549,213,14.446007
1505.70687,542,14.709336
748.6115,302,14.857468
908.659371,334,15.012553
1202.045436,518,15.256679
855.337305,392,15.44072
981.405577,367,15.61496
1615.498814,518,15.869535
1351.941679,520,16.124714
930.961092,377,16.307694
1075.972581,370,16.484597
758.916884,279,16.751924
973.843066,337,16.926985
412.952171,187,17.023443
676.685425,240,17.143997
352.293332,145,17.212265
429.878801,188,17.30143
1078.193464,349,17.470315
1151.867008,365,17.648009
390.864347,160,17.722636
516.755165,185,17.812051
