#{"t_start": 1654102860.9689908, "env_id": "Hopper-v3"}
r,l,t
851.087318,281,0.135332
1171.180092,366,0.342295
668.008847,236,0.485498
2262.832872,694,0.807991
952.321482,311,0.952688
2060.130404,643,1.24065
695.801024,248,1.352621
677.50129,235,1.457652
908.458769,298,1.590755
716.403376,248,1.701819
2953.606698,1000,2.151796
2960.158369,1000,2.60168
2923.365189,1000,3.05146
2881.845636,1000,3.501522
2815.653518,1000,3.951011
1893.377428,611,4.227228
2898.34209,1000,4.678249
2921.764793,1000,5.130221
2087.794492,670,5.431229
2907.170897,1000,5.881315
1080.385719,372,6.048515
2738.133728,914,6.458814
2974.702435,1000,6.907084
1085.756059,387,7.080484
2779.695017,934,7.500251
1114.536435,396,7.678675
947.121766,340,7.831319
2754.119625,918,8.243215
1308.170163,460,8.449795
863.980634,288,8.579005
802.431334,320,8.722407
947.657897,341,8.874408
937.27633,335,9.022838
922.686885,349,9.17981
1206.713716,413,9.364917
939.467569,351,9.521092
1268.7014,480,9.733977
799.656921,321,9.877134
874.001422,318,10.018978
763.478905,317,10.160952
1045.56353,373,10.32852
878.198647,296,10.461403
874.727936,272,10.582146
1385.632569,477,10.795816
975.446385,337,10.946505
908.17696,296,11.078135
942.503365,325,11.223604
994.139082,316,11.364979
899.058445,294,11.496603
875.551102,293,11.628114
430.697133,161,11.700638
484.508657,177,11.78009
784.652021,254,11.893679
391.512976,151,11.96107
480.91785,175,12.038527
415.216869,156,12.108323
586.054806,219,12.20617
343.096552,138,12.268615
563.956265,207,12.361105
469.929625,171,12.4379
332.655664,143,12.502928
686.936047,215,12.599348
693.432844,211,12.69466
686.652645,226,12.796268
688.986708,227,12.89854
689.831442,226,13.000346
692.755346,221,13.099614
669.5992,215,13.196294
689.70506,225,13.298481
696.651995,228,13.402189
874.645946,302,13.538417
875.482965,291,13.669323
705.981526,245,13.779816
869.85436,298,13.91417
857.591886,299,14.048959
867.781004,299,14.183963
883.960914,296,14.317875
874.926517,298,14.452445
890.573788,295,14.585906
869.025909,291,14.717446
3248.499589,1000,15.169195
3226.125147,1000,15.621374
3257.886261,1000,16.073233
1088.946765,340,16.226421
3221.553799,1000,16.678834
3211.56745,1000,17.128974
3196.221087,1000,17.578046
3234.384677,1000,18.029729
3243.43314,1000,18.476999
3253.064984,1000,18.928619
838.955222,269,19.049475
1095.815802,339,19.20145
1129.080521,355,19.360708
923.557657,293,19.491834
934.307583,290,19.621342
942.235882,301,19.756082
1711.68403,565,20.008595
933.862254,301,20.143516
915.550835,291,20.273772
1346.46732,437,20.469147
3222.109352,1000,21.043836
3233.433745,1000,21.494752
3238.535091,1000,21.945969
3210.17052,1000,22.397807
3232.203486,1000,22.847454
3243.048463,1000,23.296611
3207.155116,1000,23.747539
3214.279217,1000,24.197588
3236.385046,1000,24.648758
3218.741275,1000,25.100084
